,Unnamed: 0,@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing,long,lat
1490,1491,http://environment.data.gov.uk/water-quality/data/measurement/NE-1378725-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300025,NE-44300025,NEWFIELD CHALLIES ST STW FINAL EFFLUENT,2010-03-18 10:40:00,Nitrate-N,Nitrate as N,117,,10.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420070,533470,-1.6901311768148415,54.69586881570186
1491,1492,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379321-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300025,NE-44300025,NEWFIELD CHALLIES ST STW FINAL EFFLUENT,2010-04-15 07:05:00,Nitrate-N,Nitrate as N,117,,14.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420070,533470,-1.6901311768148415,54.69586881570186
1492,1493,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379308-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300025,NE-44300025,NEWFIELD CHALLIES ST STW FINAL EFFLUENT,2010-05-20 11:55:00,Nitrate-N,Nitrate as N,117,,17.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420070,533470,-1.6901311768148415,54.69586881570186
1493,1494,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379514-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300025,NE-44300025,NEWFIELD CHALLIES ST STW FINAL EFFLUENT,2010-06-10 14:20:00,Nitrate-N,Nitrate as N,117,,12.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420070,533470,-1.6901311768148415,54.69586881570186
1494,1495,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387677-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300025,NE-44300025,NEWFIELD CHALLIES ST STW FINAL EFFLUENT,2010-07-19 14:10:00,Nitrate-N,Nitrate as N,117,,20.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420070,533470,-1.6901311768148415,54.69586881570186
1495,1496,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387612-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300025,NE-44300025,NEWFIELD CHALLIES ST STW FINAL EFFLUENT,2010-08-11 14:45:00,Nitrate-N,Nitrate as N,117,,15.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420070,533470,-1.6901311768148415,54.69586881570186
1496,1497,http://environment.data.gov.uk/water-quality/data/measurement/NE-1389581-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300025,NE-44300025,NEWFIELD CHALLIES ST STW FINAL EFFLUENT,2010-09-17 08:40:00,Nitrate-N,Nitrate as N,117,,16.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420070,533470,-1.6901311768148415,54.69586881570186
1497,1498,http://environment.data.gov.uk/water-quality/data/measurement/NE-1390193-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300025,NE-44300025,NEWFIELD CHALLIES ST STW FINAL EFFLUENT,2010-10-08 15:00:00,Nitrate-N,Nitrate as N,117,,17.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420070,533470,-1.6901311768148415,54.69586881570186
1498,1499,http://environment.data.gov.uk/water-quality/data/measurement/NE-1391046-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300025,NE-44300025,NEWFIELD CHALLIES ST STW FINAL EFFLUENT,2010-11-15 12:05:00,Nitrate-N,Nitrate as N,117,,12.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420070,533470,-1.6901311768148415,54.69586881570186
1499,1500,http://environment.data.gov.uk/water-quality/data/measurement/NE-1395116-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300025,NE-44300025,NEWFIELD CHALLIES ST STW FINAL EFFLUENT,2010-12-10 10:50:00,Nitrate-N,Nitrate as N,117,,12.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420070,533470,-1.6901311768148415,54.69586881570186
1500,1501,http://environment.data.gov.uk/water-quality/data/measurement/NE-1372468-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-01-06 07:00:00,Nitrate-N,Nitrate as N,117,,11.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420460,531735,-1.6842013536372358,54.68026166179316
1501,1502,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373328-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-01-07 07:00:00,Nitrate-N,Nitrate as N,117,,9.9,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,420460,531735,-1.6842013536372358,54.68026166179316
1502,1503,http://environment.data.gov.uk/water-quality/data/measurement/NE-1378920-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-02-23 10:45:00,Nitrate-N,Nitrate as N,117,,11.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420460,531735,-1.6842013536372358,54.68026166179316
1503,1504,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373478-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-02-24 10:30:00,Nitrate-N,Nitrate as N,117,,11.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,420460,531735,-1.6842013536372358,54.68026166179316
1504,1505,http://environment.data.gov.uk/water-quality/data/measurement/NE-1378988-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-03-10 14:35:00,Nitrate-N,Nitrate as N,117,,12.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420460,531735,-1.6842013536372358,54.68026166179316
1505,1506,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373630-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-03-11 11:16:00,Nitrate-N,Nitrate as N,117,,13.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,420460,531735,-1.6842013536372358,54.68026166179316
1506,1507,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379559-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-04-20 10:45:00,Nitrate-N,Nitrate as N,117,,17.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420460,531735,-1.6842013536372358,54.68026166179316
1507,1508,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373787-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-04-21 10:40:00,Nitrate-N,Nitrate as N,117,,17.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,420460,531735,-1.6842013536372358,54.68026166179316
1508,1509,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379584-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-05-06 10:30:00,Nitrate-N,Nitrate as N,117,,16.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420460,531735,-1.6842013536372358,54.68026166179316
1509,1510,http://environment.data.gov.uk/water-quality/data/measurement/NE-1376741-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-05-07 10:31:00,Nitrate-N,Nitrate as N,117,,16.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,420460,531735,-1.6842013536372358,54.68026166179316
1510,1511,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379538-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-06-26 06:40:00,Nitrate-N,Nitrate as N,117,,20.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420460,531735,-1.6842013536372358,54.68026166179316
1511,1512,http://environment.data.gov.uk/water-quality/data/measurement/NE-1380282-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-06-28 07:00:00,Nitrate-N,Nitrate as N,117,,20.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,420460,531735,-1.6842013536372358,54.68026166179316
1512,1513,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387653-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-07-09 11:00:00,Nitrate-N,Nitrate as N,117,,19.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420460,531735,-1.6842013536372358,54.68026166179316
1513,1514,http://environment.data.gov.uk/water-quality/data/measurement/NE-1383409-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-07-11 07:00:00,Nitrate-N,Nitrate as N,117,,20.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,420460,531735,-1.6842013536372358,54.68026166179316
1514,1515,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387417-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-08-23 10:50:00,Nitrate-N,Nitrate as N,117,,17.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420460,531735,-1.6842013536372358,54.68026166179316
1515,1516,http://environment.data.gov.uk/water-quality/data/measurement/NE-1383561-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-08-24 10:56:00,Nitrate-N,Nitrate as N,117,,17.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,420460,531735,-1.6842013536372358,54.68026166179316
1516,1517,http://environment.data.gov.uk/water-quality/data/measurement/NE-1389539-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-09-13 11:05:00,Nitrate-N,Nitrate as N,117,,19.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420460,531735,-1.6842013536372358,54.68026166179316
1517,1518,http://environment.data.gov.uk/water-quality/data/measurement/NE-1391114-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-09-14 10:49:00,Nitrate-N,Nitrate as N,117,,18.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,420460,531735,-1.6842013536372358,54.68026166179316
1518,1519,http://environment.data.gov.uk/water-quality/data/measurement/NE-1390207-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-10-14 10:45:00,Nitrate-N,Nitrate as N,117,,20.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420460,531735,-1.6842013536372358,54.68026166179316
1519,1520,http://environment.data.gov.uk/water-quality/data/measurement/NE-1391265-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-10-15 10:35:00,Nitrate-N,Nitrate as N,117,,20.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,420460,531735,-1.6842013536372358,54.68026166179316
1520,1521,http://environment.data.gov.uk/water-quality/data/measurement/NE-1391410-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-11-08 08:20:00,Nitrate-N,Nitrate as N,117,,17.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,420460,531735,-1.6842013536372358,54.68026166179316
1521,1522,http://environment.data.gov.uk/water-quality/data/measurement/NE-1390920-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-11-09 13:20:00,Nitrate-N,Nitrate as N,117,,12.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420460,531735,-1.6842013536372358,54.68026166179316
1522,1523,http://environment.data.gov.uk/water-quality/data/measurement/NE-1395153-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-12-14 07:30:00,Nitrate-N,Nitrate as N,117,,12.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,420460,531735,-1.6842013536372358,54.68026166179316
1523,1524,http://environment.data.gov.uk/water-quality/data/measurement/NE-1394232-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300028,NE-44300028,VINOVIUM STW FINAL EFF (BISHOP AUCKLAND),2010-12-15 07:30:00,Nitrate-N,Nitrate as N,117,,12.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,420460,531735,-1.6842013536372358,54.68026166179316
1524,1525,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379014-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-01-20 09:00:00,Nitrate-N,Nitrate as N,117,,12.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,433890,535910,-1.475437503116968,54.717057860342905
1525,1526,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373329-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-01-21 09:10:00,Nitrate-N,Nitrate as N,117,,15.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,433890,535910,-1.475437503116968,54.717057860342905
1526,1527,http://environment.data.gov.uk/water-quality/data/measurement/NE-1378711-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-02-08 14:30:00,Nitrate-N,Nitrate as N,117,,22.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,433890,535910,-1.475437503116968,54.717057860342905
1527,1528,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373479-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-02-09 12:10:00,Nitrate-N,Nitrate as N,117,,17.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,433890,535910,-1.475437503116968,54.717057860342905
1528,1529,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379066-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-03-20 08:05:00,Nitrate-N,Nitrate as N,117,,18.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,433890,535910,-1.475437503116968,54.717057860342905
1529,1530,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373631-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-03-29 07:00:00,Nitrate-N,Nitrate as N,117,,19.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,433890,535910,-1.475437503116968,54.717057860342905
1530,1531,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373788-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-04-26 07:00:00,Nitrate-N,Nitrate as N,117,,24.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,433890,535910,-1.475437503116968,54.717057860342905
1531,1532,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379286-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-04-29 11:30:00,Nitrate-N,Nitrate as N,117,,22.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,433890,535910,-1.475437503116968,54.717057860342905
1532,1533,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373789-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-04-30 11:28:00,Nitrate-N,Nitrate as N,117,,25.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,433890,535910,-1.475437503116968,54.717057860342905
1533,1534,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379697-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-05-27 12:20:00,Nitrate-N,Nitrate as N,117,,29.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,433890,535910,-1.475437503116968,54.717057860342905
1534,1535,http://environment.data.gov.uk/water-quality/data/measurement/NE-1376742-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-05-28 12:20:00,Nitrate-N,Nitrate as N,117,,28.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,433890,535910,-1.475437503116968,54.717057860342905
1535,1536,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379478-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-06-10 12:20:00,Nitrate-N,Nitrate as N,117,,13.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,433890,535910,-1.475437503116968,54.717057860342905
1536,1537,http://environment.data.gov.uk/water-quality/data/measurement/NE-1380283-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-06-11 12:20:00,Nitrate-N,Nitrate as N,117,,23.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,433890,535910,-1.475437503116968,54.717057860342905
1537,1538,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387470-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-07-05 11:55:00,Nitrate-N,Nitrate as N,117,,29.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,433890,535910,-1.475437503116968,54.717057860342905
1538,1539,http://environment.data.gov.uk/water-quality/data/measurement/NE-1383410-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-07-06 11:49:00,Nitrate-N,Nitrate as N,117,,28.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,433890,535910,-1.475437503116968,54.717057860342905
1539,1540,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387633-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-08-17 12:35:00,Nitrate-N,Nitrate as N,117,,24.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,433890,535910,-1.475437503116968,54.717057860342905
1540,1541,http://environment.data.gov.uk/water-quality/data/measurement/NE-1383562-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-08-24 07:00:00,Nitrate-N,Nitrate as N,117,,21.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,433890,535910,-1.475437503116968,54.717057860342905
1541,1542,http://environment.data.gov.uk/water-quality/data/measurement/NE-1389425-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-44300056,NE-44300056,KELLOE (EAST HETTON) STW,2010-09-04 08:15:00,Nitrate-N,Nitrate as N,117,,21.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,433890,535910,-1.475437503116968,54.717057860342905
