,Unnamed: 0,@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing,long,lat
2395,2396,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373529-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-02-09 11:35:00,Nitrate-N,Nitrate as N,117,,18.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,437610,534350,-1.4178948834952845,54.70277604478175
2396,2397,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379019-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-03-20 07:40:00,Nitrate-N,Nitrate as N,117,,22.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,437610,534350,-1.4178948834952845,54.70277604478175
2397,2398,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373681-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-03-22 07:00:00,Nitrate-N,Nitrate as N,117,,19.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,437610,534350,-1.4178948834952845,54.70277604478175
2398,2399,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379555-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-04-29 10:50:00,Nitrate-N,Nitrate as N,117,,27.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,437610,534350,-1.4178948834952845,54.70277604478175
2399,2400,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373840-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-04-30 10:45:00,Nitrate-N,Nitrate as N,117,,28.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,437610,534350,-1.4178948834952845,54.70277604478175
2400,2401,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379399-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-05-27 11:15:00,Nitrate-N,Nitrate as N,117,,34.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,437610,534350,-1.4178948834952845,54.70277604478175
2401,2402,http://environment.data.gov.uk/water-quality/data/measurement/NE-1376792-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-05-28 11:20:00,Nitrate-N,Nitrate as N,117,,36.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,437610,534350,-1.4178948834952845,54.70277604478175
2402,2403,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379363-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-06-10 11:40:00,Nitrate-N,Nitrate as N,117,,13.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,437610,534350,-1.4178948834952845,54.70277604478175
2403,2404,http://environment.data.gov.uk/water-quality/data/measurement/NE-1380333-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-06-11 11:40:00,Nitrate-N,Nitrate as N,117,,18.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,437610,534350,-1.4178948834952845,54.70277604478175
2404,2405,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387721-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-07-05 10:20:00,Nitrate-N,Nitrate as N,117,,29.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,437610,534350,-1.4178948834952845,54.70277604478175
2405,2406,http://environment.data.gov.uk/water-quality/data/measurement/NE-1383460-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-07-13 10:05:00,Nitrate-N,Nitrate as N,117,,27.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,437610,534350,-1.4178948834952845,54.70277604478175
2406,2407,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387650-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-08-17 11:50:00,Nitrate-N,Nitrate as N,117,,28.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,437610,534350,-1.4178948834952845,54.70277604478175
2407,2408,http://environment.data.gov.uk/water-quality/data/measurement/NE-1383612-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-08-18 11:05:00,Nitrate-N,Nitrate as N,117,,27.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,437610,534350,-1.4178948834952845,54.70277604478175
2408,2409,http://environment.data.gov.uk/water-quality/data/measurement/NE-1389424-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-09-04 08:55:00,Nitrate-N,Nitrate as N,117,,31.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,437610,534350,-1.4178948834952845,54.70277604478175
2409,2410,http://environment.data.gov.uk/water-quality/data/measurement/NE-1391164-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-09-06 07:00:00,Nitrate-N,Nitrate as N,117,,30.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,437610,534350,-1.4178948834952845,54.70277604478175
2410,2411,http://environment.data.gov.uk/water-quality/data/measurement/NE-1390257-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-10-01 19:40:00,Nitrate-N,Nitrate as N,117,,22.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,437610,534350,-1.4178948834952845,54.70277604478175
2411,2412,http://environment.data.gov.uk/water-quality/data/measurement/NE-1391316-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-10-03 07:00:00,Nitrate-N,Nitrate as N,117,,17.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,437610,534350,-1.4178948834952845,54.70277604478175
2412,2413,http://environment.data.gov.uk/water-quality/data/measurement/NE-1391461-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-11-18 11:48:00,Nitrate-N,Nitrate as N,117,,23.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,437610,534350,-1.4178948834952845,54.70277604478175
2413,2414,http://environment.data.gov.uk/water-quality/data/measurement/NE-1390991-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-11-24 11:50:00,Nitrate-N,Nitrate as N,117,,12.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,437610,534350,-1.4178948834952845,54.70277604478175
2414,2415,http://environment.data.gov.uk/water-quality/data/measurement/NE-1395161-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-12-07 11:30:00,Nitrate-N,Nitrate as N,117,,19.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,437610,534350,-1.4178948834952845,54.70277604478175
2415,2416,http://environment.data.gov.uk/water-quality/data/measurement/NE-1394276-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300094,NE-45300094,TRIMDON VILLAGE STW,2010-12-10 12:10:00,Nitrate-N,Nitrate as N,117,,19.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,437610,534350,-1.4178948834952845,54.70277604478175
2416,2417,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379136-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300096,NE-45300096,SADBERGE STW (FLOWS BELOW 4.79 L/S),2010-01-15 11:30:00,Nitrate-N,Nitrate as N,117,,23.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,434030,517320,-1.4754177910298767,54.54999271101712
2417,2418,http://environment.data.gov.uk/water-quality/data/measurement/NE-1378774-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300096,NE-45300096,SADBERGE STW (FLOWS BELOW 4.79 L/S),2010-02-12 10:20:00,Nitrate-N,Nitrate as N,117,,26.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,434030,517320,-1.4754177910298767,54.54999271101712
2418,2419,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379168-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300096,NE-45300096,SADBERGE STW (FLOWS BELOW 4.79 L/S),2010-03-15 09:50:00,Nitrate-N,Nitrate as N,117,,42.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,434030,517320,-1.4754177910298767,54.54999271101712
2419,2420,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379355-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300096,NE-45300096,SADBERGE STW (FLOWS BELOW 4.79 L/S),2010-04-13 09:50:00,Nitrate-N,Nitrate as N,117,,45.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,434030,517320,-1.4754177910298767,54.54999271101712
2420,2421,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379702-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300096,NE-45300096,SADBERGE STW (FLOWS BELOW 4.79 L/S),2010-05-17 11:00:00,Nitrate-N,Nitrate as N,117,,47.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,434030,517320,-1.4754177910298767,54.54999271101712
2421,2422,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379303-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300096,NE-45300096,SADBERGE STW (FLOWS BELOW 4.79 L/S),2010-06-14 12:20:00,Nitrate-N,Nitrate as N,117,,24.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,434030,517320,-1.4754177910298767,54.54999271101712
2422,2423,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387636-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300096,NE-45300096,SADBERGE STW (FLOWS BELOW 4.79 L/S),2010-07-08 13:00:00,Nitrate-N,Nitrate as N,117,,42.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,434030,517320,-1.4754177910298767,54.54999271101712
2423,2424,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387555-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300096,NE-45300096,SADBERGE STW (FLOWS BELOW 4.79 L/S),2010-08-13 07:00:00,Nitrate-N,Nitrate as N,117,,40.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,434030,517320,-1.4754177910298767,54.54999271101712
2424,2425,http://environment.data.gov.uk/water-quality/data/measurement/NE-1389453-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300096,NE-45300096,SADBERGE STW (FLOWS BELOW 4.79 L/S),2010-09-10 10:30:00,Nitrate-N,Nitrate as N,117,,27.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,434030,517320,-1.4754177910298767,54.54999271101712
2425,2426,http://environment.data.gov.uk/water-quality/data/measurement/NE-1390250-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300096,NE-45300096,SADBERGE STW (FLOWS BELOW 4.79 L/S),2010-10-06 08:10:00,Nitrate-N,Nitrate as N,117,,25.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,434030,517320,-1.4754177910298767,54.54999271101712
2426,2427,http://environment.data.gov.uk/water-quality/data/measurement/NE-1391050-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300096,NE-45300096,SADBERGE STW (FLOWS BELOW 4.79 L/S),2010-11-10 10:10:00,Nitrate-N,Nitrate as N,117,,26.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,434030,517320,-1.4754177910298767,54.54999271101712
2427,2428,http://environment.data.gov.uk/water-quality/data/measurement/NE-1395207-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300096,NE-45300096,SADBERGE STW (FLOWS BELOW 4.79 L/S),2010-12-14 12:20:00,Nitrate-N,Nitrate as N,117,,11.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,434030,517320,-1.4754177910298767,54.54999271101712
2428,2429,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379149-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-01-12 10:30:00,Nitrate-N,Nitrate as N,117,,11.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,428379,523270,-1.562205338257768,54.60380956277186
2429,2430,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373380-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-01-13 10:29:00,Nitrate-N,Nitrate as N,117,,12.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2430,2431,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373381-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-01-21 10:20:00,Nitrate-N,Nitrate as N,117,,18.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2431,2432,http://environment.data.gov.uk/water-quality/data/measurement/NE-1378772-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-02-13 07:15:00,Nitrate-N,Nitrate as N,117,,16.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,428379,523270,-1.562205338257768,54.60380956277186
2432,2433,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373530-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-02-14 07:00:00,Nitrate-N,Nitrate as N,117,,17.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2433,2434,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373531-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-02-23 11:18:00,Nitrate-N,Nitrate as N,117,,19.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2434,2435,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379071-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-03-04 11:15:00,Nitrate-N,Nitrate as N,117,,17.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,428379,523270,-1.562205338257768,54.60380956277186
2435,2436,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373682-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-03-05 11:09:00,Nitrate-N,Nitrate as N,117,,17.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2436,2437,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373683-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-03-18 09:10:00,Nitrate-N,Nitrate as N,117,,25.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2437,2438,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379441-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-04-07 07:45:00,Nitrate-N,Nitrate as N,117,,20.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,428379,523270,-1.562205338257768,54.60380956277186
2438,2439,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373841-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-04-08 07:40:00,Nitrate-N,Nitrate as N,117,,18.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2439,2440,http://environment.data.gov.uk/water-quality/data/measurement/NE-1373842-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-04-23 11:12:00,Nitrate-N,Nitrate as N,117,,18.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2440,2441,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379385-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-05-07 11:30:00,Nitrate-N,Nitrate as N,117,,17.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,428379,523270,-1.562205338257768,54.60380956277186
2441,2442,http://environment.data.gov.uk/water-quality/data/measurement/NE-1376793-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-05-10 07:00:00,Nitrate-N,Nitrate as N,117,,19.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2442,2443,http://environment.data.gov.uk/water-quality/data/measurement/NE-1376794-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-05-21 10:45:00,Nitrate-N,Nitrate as N,117,,23.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2443,2444,http://environment.data.gov.uk/water-quality/data/measurement/NE-1379384-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-06-04 10:50:00,Nitrate-N,Nitrate as N,117,,22.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,428379,523270,-1.562205338257768,54.60380956277186
2444,2445,http://environment.data.gov.uk/water-quality/data/measurement/NE-1380334-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-06-22 11:07:00,Nitrate-N,Nitrate as N,117,,18.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2445,2446,http://environment.data.gov.uk/water-quality/data/measurement/NE-1380335-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-06-28 07:00:00,Nitrate-N,Nitrate as N,117,,20.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2446,2447,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387411-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-07-09 11:55:00,Nitrate-N,Nitrate as N,117,,24.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,428379,523270,-1.562205338257768,54.60380956277186
2447,2448,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387678-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-07-15 11:15:00,Nitrate-N,Nitrate as N,117,,9.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,428379,523270,-1.562205338257768,54.60380956277186
2448,2449,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387626-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-07-20 10:15:00,Nitrate-N,Nitrate as N,117,,20.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,428379,523270,-1.562205338257768,54.60380956277186
2449,2450,http://environment.data.gov.uk/water-quality/data/measurement/NE-1383461-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-07-21 10:08:00,Nitrate-N,Nitrate as N,117,,13.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2450,2451,http://environment.data.gov.uk/water-quality/data/measurement/NE-1383462-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-07-26 07:00:00,Nitrate-N,Nitrate as N,117,,18.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2451,2452,http://environment.data.gov.uk/water-quality/data/measurement/NE-1387495-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-08-03 11:10:00,Nitrate-N,Nitrate as N,117,,14.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,428379,523270,-1.562205338257768,54.60380956277186
2452,2453,http://environment.data.gov.uk/water-quality/data/measurement/NE-1383613-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-08-04 11:06:00,Nitrate-N,Nitrate as N,117,,12.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2453,2454,http://environment.data.gov.uk/water-quality/data/measurement/NE-1383614-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-08-22 07:00:00,Nitrate-N,Nitrate as N,117,,15.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2454,2455,http://environment.data.gov.uk/water-quality/data/measurement/NE-1389524-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-09-02 11:25:00,Nitrate-N,Nitrate as N,117,,17.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,428379,523270,-1.562205338257768,54.60380956277186
2455,2456,http://environment.data.gov.uk/water-quality/data/measurement/NE-1389516-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-09-09 10:55:00,Nitrate-N,Nitrate as N,117,,10.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,428379,523270,-1.562205338257768,54.60380956277186
2456,2457,http://environment.data.gov.uk/water-quality/data/measurement/NE-1391165-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-09-10 10:52:00,Nitrate-N,Nitrate as N,117,,8.5,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2457,2458,http://environment.data.gov.uk/water-quality/data/measurement/NE-1391166-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-09-29 10:00:00,Nitrate-N,Nitrate as N,117,,12.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2458,2459,http://environment.data.gov.uk/water-quality/data/measurement/NE-1391317-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-10-01 10:37:00,Nitrate-N,Nitrate as N,117,,14.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY UWWTD MONITORING DATA,428379,523270,-1.562205338257768,54.60380956277186
2459,2460,http://environment.data.gov.uk/water-quality/data/measurement/NE-1390332-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-45300102,NE-45300102,AYCLIFFE STW NORTH,2010-10-16 08:10:00,Nitrate-N,Nitrate as N,117,,21.0,,mg/l,FINAL SEWAGE EFFLUENT,True,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,428379,523270,-1.562205338257768,54.60380956277186
